STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,GEOIDFQ,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Male_under_5,Female_under_5,Total_Population,Households_with_Children_under_6,Total_Family_Households,Households_with_Children_under_1,Married_couple_Households,Married_couple_with_Children_und,Median_Household_Income,Median_Gross_Rent,Monthly_Owner_Costs__with_mortga,Median_Housing_Value,Median_Year_Structure_Built,Vacant_Housing_Units,Nursery_School_Enrollment,Kindergarten_Enrollment,Some_College,Bachelor_s_Degree_or_Higher,Mean_Travel_Time_to_Work,Households_with_No_Vehicle,Children_under_5,__Children_under_5,__Households_with_Children_under,__Married_couple_Households,__Married_couple_with_Children_u,Distance_to_Office__miles_,Travel_Time_to_Office__minutes_,has_grocery_store,has_park,has_bike_trail,travel_time_min,distance_miles,median_value,median_income,pct_kids_under6,has_grocery,has_bike,amenity_count,bg_id,travel_time_min_std,median_value_std,median_income_std,pct_kids_under6_std,amenity_count_std,commute_score,housing_afford_score,income_score,kids_score,amenity_score,weighted_score,chosen_flag,optmodel_score,optmodel_travel,optmodel_value
37,183,53408,1,371830534081,1500000US371830534081,Block Group 1,G5030,S,1828816,1102,35.7804298,-78.8548019,20,198,2637,442,689,558,558,50,116786,2121,1954,363300,842,30,,,53,630,,0,218,8.2669700417,64.150943396,80.986937591,7.2568940493,6.4351023529,11.031604034,0,1,1,11.031604034,6.4351023529,363300,116786,64.150943396,0,1,2,425,0.2349395625,0.3242216457,0.4233790856,0.8265028521,0.6666666667,0.7650604375,0.6757783543,0.4233790856,0.8265028521,0.6666666667,0.7087177352,,,,
37,183,52506,1,371830525061,1500000US371830525061,Block Group 1,G5030,S,1091345,0,35.855759,-78.6964384,10,0,862,62,138,138,138,8,53930,1272,2889,380300,652,127,,,91,217,,0,10,1.1600928074,44.927536232,100,5.7971014493,4.0607351556,6.9612602667,1,1,1,6.9612602667,4.0607351556,380300,53930,44.927536232,1,1,3,704,0.1427604747,0.3399740549,0.1513069901,0.5788338389,1,0.8572395253,0.6600259451,0.1513069901,0.5788338389,1,0.7061542291,,,,
37,183,53725,1,371830537251,1500000US371830537251,Block Group 1,G5030,S,2330377,0,35.8852224,-78.7220187,49,108,2378,229,586,548,548,136,131369,1370,2847,430000,1162,289,,,102,647,,0,157,6.6021867115,39.078498294,93.515358362,23.208191126,5.0375033219,8.6357199804,1,1,1,8.6357199804,5.0375033219,430000,131369,39.078498294,1,1,3,250,0.1806811462,0.3860266864,0.4865015777,0.5034764664,1,0.8193188538,0.6139733136,0.4865015777,0.5034764664,1,0.7021436505,,,,
37,183,53517,1,371830535171,1500000US371830535171,Block Group 1,G5030,S,2066423,0,35.7843976,-78.7570667,114,82,2244,158,427,265,265,34,55182,1190,674,13400,749,36,,,317,188,,9,196,8.734402852,37.00234192,62.06088993,7.962529274,2.1966099997,3.7656171423,0,1,1,3.7656171423,2.1966099997,13400,55182,37.00234192,0,1,2,389,0.0703903052,0,0.1567262701,0.4767278471,0.6666666667,0.9296096948,1,0.1567262701,0.4767278471,0.6666666667,0.7005903458,,,,
37,183,53411,1,371830534111,1500000US371830534111,Block Group 1,G5030,S,13587992,13866,35.7990572,-78.9022951,267,387,9247,1632,2236,1936,1936,268,174182,1434,2830,591000,2754,220,,,134,1673,,45,654,7.0725640748,72.987477639,86.583184258,11.98568873,8.7518193476,15.003118882,0,1,1,15.003118882,8.7518193476,591000,174182,72.987477639,0,1,2,464,0.32488052,0.5352112676,0.6718175798,0.9403502933,0.6666666667,0.67511948,0.4647887324,0.6718175798,0.9403502933,0.6666666667,0.6973402811,,,,
37,183,53435,1,371830534351,1500000US371830534351,Block Group 1,G5030,S,3026311,0,35.7456823,-78.8308572,154,172,4160,478,1223,1034,1034,165,103963,1464,2098,326300,1715,0,,,202,888,,0,326,7.8365384615,39.084219133,84.546197874,13.491414554,6.6488960301,11.39810748,1,1,1,11.39810748,6.6488960301,326300,103963,39.084219133,1,1,3,549,0.2432395871,0.2899369904,0.3678747506,0.5035501721,1,0.7567604129,0.7100630096,0.3678747506,0.5035501721,1,0.6938777232,,,,
37,183,54502,3,371830545023,1500000US371830545023,Block Group 3,G5030,S,5802584,37578,35.7341688,-78.6390324,24,50,1486,54,125,113,113,38,81406,1220,1139,270500,240,0,,,197,225,,0,74,4.9798115747,43.2,90.4,30.4,8.3324190537,14.284146949,1,1,1,14.284146949,8.3324190537,270500,81406,43.2,1,1,3,235,0.3085983137,0.2382320237,0.2702368121,0.5565767442,1,0.6914016863,0.7617679763,0.2702368121,0.5565767442,1,0.6913718841,,,,
37,183,53432,1,371830534321,1500000US371830534321,Block Group 1,G5030,S,17659469,0,35.6847767,-78.8531823,67,279,2647,299,594,511,511,115,96399,1479,1653,304900,917,32,,,113,656,,0,346,13.071401587,50.336700337,86.026936027,19.36026936,10.743542968,18.417502232,1,1,1,18.417502232,10.743542968,304900,96399,50.336700337,1,1,3,548,0.4022043926,0.270107487,0.3351339887,0.6485239997,1,0.5977956074,0.729892513,0.3351339887,0.6485239997,1,0.6910718032,,,,
37,183,53408,2,371830534082,1500000US371830534082,Block Group 2,G5030,S,933486,14631,35.783762,-78.866575,25,14,1377,229,414,386,386,15,173583,-666666666,2650,421600,427,0,,,56,308,,0,39,2.8322440087,55.314009662,93.236714976,3.6231884058,6.9108937243,11.847246385,0,1,1,11.847246385,6.9108937243,421600,173583,55.314009662,0,1,2,161,0.2534110165,0.3782431431,0.6692248092,0.712650264,0.6666666667,0.7465889835,0.6217568569,0.6692248092,0.712650264,0.6666666667,0.6894169975,,,,
37,183,53727,2,371830537272,1500000US371830537272,Block Group 2,G5030,S,1736397,60522,35.8679805,-78.7296365,22,0,679,73,157,143,143,37,99423,-666666666,1696,267800,418,42,,,45,264,,0,22,3.2400589102,46.496815287,91.082802548,23.566878981,3.6654656038,6.2836553209,0,1,1,6.2836553209,3.6654656038,267800,99423,46.496815287,0,1,2,810,0.1274150863,0.2357301705,0.3482233678,0.5990519923,0.6666666667,0.8725849137,0.7642698295,0.3482233678,0.5990519923,0.6666666667,0.6889188625,,,,
37,183,52508,2,371830525082,1500000US371830525082,Block Group 2,G5030,S,1846850,0,35.834392,-78.7067017,37,0,1721,193,403,403,403,18,165051,-666666666,1702,499500,838,52,,,135,374,,0,37,2.1499128414,47.890818859,100,4.4665012407,2.723535266,4.6689175988,0,1,1,4.6689175988,2.723535266,499500,165051,47.890818859,0,1,2,13,0.0908469096,0.4504262417,0.6322940609,0.6170119453,0.6666666667,0.9091530904,0.5495737583,0.6322940609,0.6170119453,0.6666666667,0.68801875,,,,
37,183,53428,3,371830534283,1500000US371830534283,Block Group 3,G5030,S,10941837,0,35.7161309,-78.9029817,209,232,7995,1540,2210,1970,1970,331,163313,1853,2247,443400,2570,69,,,133,2190,,39,441,5.5159474672,69.683257919,89.140271493,14.977375566,11.02478598,18.899633108,0,1,1,18.899633108,11.02478598,443400,163313,69.683257919,0,1,2,831,0.4131229751,0.3984432913,0.6247711306,0.8977796485,0.6666666667,0.5868770249,0.6015567087,0.6247711306,0.8977796485,0.6666666667,0.6872859565,,,,
37,183,52601,1,371830526011,1500000US371830526011,Block Group 1,G5030,S,2278655,0,35.8462247,-78.6554752,81,93,2461,368,692,673,673,63,181705,-666666666,2491,487000,859,28,,,182,750,,0,174,7.0702966274,53.179190751,97.25433526,9.1040462428,5.6790060284,9.7354389058,0,1,1,9.7354389058,5.6790060284,487000,181705,53.179190751,0,1,2,119,0.2055859437,0.4388435878,0.7043808732,0.6851458529,0.6666666667,0.7944140563,0.5611564122,0.7043808732,0.6851458529,0.6666666667,0.6858926804,,,,
37,183,53523,1,371830535231,1500000US371830535231,Block Group 1,G5030,S,2654136,86334,35.8001758,-78.8226652,44,139,2728,309,726,583,583,19,112365,1436,2400,569900,1066,96,,,70,568,,0,183,6.7082111437,42.561983471,80.303030303,2.6170798898,4.3969533143,7.5376342531,1,1,1,7.5376342531,4.3969533143,569900,112365,42.561983471,1,1,3,497,0.1558133349,0.515659748,0.4042427941,0.5483567173,1,0.8441866651,0.484340252,0.4042427941,0.5483567173,1,0.6854281754,,,,
37,183,53011,1,371830530111,1500000US371830530111,Block Group 1,G5030,S,617874,25671,35.7489515,-78.7316284,75,74,1855,223,312,312,312,25,107721,-666666666,1633,326700,504,37,,,45,214,,0,149,8.0323450135,71.474358974,100,8.0128205128,4.7166299746,8.085651385,0,1,0,8.085651385,4.7166299746,326700,107721,71.474358974,0,0,1,711,0.1682240113,0.2903076353,0.3841412476,0.9208556947,0.3333333333,0.8317759887,0.7096923647,0.3841412476,0.9208556947,0.3333333333,0.6851771852,,,,
37,183,53425,1,371830534251,1500000US371830534251,Block Group 1,G5030,S,1499750,0,35.7868847,-78.8405069,11,8,1749,268,533,529,529,8,186250,2344,2443,472900,654,25,,,38,471,,0,19,1.0863350486,50.281425891,99.249530957,1.5009380863,5.4879967315,9.4079943969,0,1,1,9.4079943969,5.4879967315,472900,186250,50.281425891,0,1,2,153,0.1981704678,0.4257783543,0.7240538985,0.6478118592,0.6666666667,0.8018295322,0.5742216457,0.7240538985,0.6478118592,0.6666666667,0.6829934001,,,,
37,183,53521,1,371830535211,1500000US371830535211,Block Group 1,G5030,S,6290869,5868,35.8089553,-78.7485228,40,109,2560,254,590,547,547,89,98073,2045,2051,409400,935,14,,,98,676,,0,149,5.8203125,43.050847458,92.711864407,15.084745763,0.3834825784,0.6573987058,0,1,1,0.6573987058,0.3834825784,409400,98073,43.050847458,0,1,2,467,0,0.3669384729,0.342379895,0.5546551045,0.6666666667,1,0.6330615271,0.342379895,0.5546551045,0.6666666667,0.6828474044,,,,
37,183,53617,2,371830536172,1500000US371830536172,Block Group 2,G5030,S,3999790,0,35.831925,-78.8902507,362,111,4586,736,1202,1054,1054,182,133864,1681,2238,426900,1629,99,,,112,1046,,0,473,10.313999128,61.231281198,87.68718802,15.141430948,7.9883759159,13.694358713,0,1,1,13.694358713,7.9883759159,426900,133864,61.231281198,0,1,2,775,0.2952416675,0.3831541883,0.4973011812,0.7888867392,0.6666666667,0.7047583325,0.6168458117,0.4973011812,0.7888867392,0.6666666667,0.6798438817,,,,
37,183,54220,2,371830542202,1500000US371830542202,Block Group 2,G5030,S,4811970,0,35.9252587,-78.5391712,30,67,822,166,234,189,189,126,116250,1654,1601,239500,352,38,,,50,229,,0,97,11.800486618,70.94017094,80.769230769,53.846153846,14.01027968,24.017622308,0,1,1,24.017622308,14.01027968,239500,116250,70.94017094,0,1,2,27,0.5290275775,0.2095070423,0.4210590104,0.9139733651,0.6666666667,0.4709724225,0.7904929577,0.4210590104,0.9139733651,0.6666666667,0.6797742728,,,,
37,183,53409,3,371830534093,1500000US371830534093,Block Group 3,G5030,S,2255123,7171,35.7657087,-78.8502703,49,13,2017,279,565,490,490,14,160651,1740,2287,355000,669,0,,,111,581,,0,62,3.0738720873,49.380530973,86.725663717,2.4778761062,6.6651276577,11.425933127,0,1,1,11.425933127,6.6651276577,355000,160651,49.380530973,0,1,2,462,0.2438697409,0.3165307635,0.6132486679,0.6362049804,0.6666666667,0.7561302591,0.6834692365,0.6132486679,0.6362049804,0.6666666667,0.6794358573,,,,
37,183,51800,1,371830518001,1500000US371830518001,Block Group 1,G5030,S,1615982,0,35.8064512,-78.6275946,123,118,1871,282,393,366,366,71,122083,1586,2128,658700,813,83,,,53,756,,0,241,12.8808124,71.755725191,93.129770992,18.066157761,6.8692984978,11.775940282,0,1,1,11.775940282,6.8692984978,658700,122083,71.755725191,0,1,2,299,0.2517961821,0.5979429207,0.4463071416,0.9244807385,0.6666666667,0.7482038179,0.4020570793,0.4463071416,0.9244807385,0.6666666667,0.6765466025,,,,
37,183,53603,2,371830536032,1500000US371830536032,Block Group 2,G5030,S,3576182,13003,35.8050634,-78.8669099,65,45,2428,388,679,603,603,11,165000,1914,2645,520800,870,60,,,107,552,,0,110,4.5304777595,57.142857143,88.807069219,1.6200294551,6.6074700188,11.327091461,0,1,1,11.327091461,6.6074700188,520800,165000,57.142857143,0,1,2,776,0.241631322,0.4701630838,0.6320733074,0.7362126246,0.6666666667,0.758368678,0.5298369162,0.6320733074,0.7362126246,0.6666666667,0.676153373,,,,
37,183,54015,1,371830540151,1500000US371830540151,Block Group 1,G5030,S,4787879,0,35.8640955,-78.5677413,165,269,4380,462,983,696,696,59,50786,1352,1403,223800,1953,244,,,457,1081,,21,434,9.9086757991,46.998982706,70.803662258,6.002034588,10.730910992,18.395847414,1,1,1,18.395847414,10.730910992,223800,50786,46.998982706,1,1,3,203,0.4017139865,0.1949592291,0.1376981911,0.6055217772,1,0.5982860135,0.8050407709,0.1376981911,0.6055217772,1,0.675729921,,,,
37,183,53522,1,371830535221,1500000US371830535221,Block Group 1,G5030,S,2374618,17614,35.8059798,-78.804935,64,225,2900,457,721,681,681,89,149565,2413,2302,428500,1181,105,,,92,638,,0,289,9.9655172414,63.384188627,94.452149792,12.343966713,3.0292923355,5.1930725752,0,0,1,5.1930725752,3.0292923355,428500,149565,63.384188627,0,1,1,469,0.1027171914,0.384636768,0.5652629346,0.8166241977,0.3333333333,0.8972828086,0.615363232,0.5652629346,0.8166241977,0.3333333333,0.6747423581,,,,
37,183,52407,2,371830524072,1500000US371830524072,Block Group 2,G5030,S,828664,0,35.7821582,-78.7080263,111,106,1432,141,308,245,245,75,78782,1010,1996,312000,622,98,,,94,377,,0,217,15.153631285,45.779220779,79.545454545,24.350649351,3.2751752233,5.6145860971,0,1,1,5.6145860971,3.2751752233,312000,78782,45.779220779,0,1,2,410,0.1122630023,0.2766864344,0.2588788323,0.5898067049,0.6666666667,0.8877369977,0.7233135656,0.2588788323,0.5898067049,0.6666666667,0.6732698553,,,,
37,183,52507,2,371830525072,1500000US371830525072,Block Group 2,G5030,S,1690628,11513,35.850938,-78.7072113,73,89,2211,155,609,446,446,37,95417,1088,2022,352900,907,61,,,132,626,,0,162,7.3270013569,25.451559934,73.234811166,6.0755336617,3.413369801,5.8514910874,1,1,1,5.8514910874,3.413369801,352900,95417,25.451559934,1,1,3,84,0.117628074,0.3145848777,0.3308834032,0.3279107954,1,0.882371926,0.6854151223,0.3308834032,0.3279107954,1,0.6727420452,,,,
37,183,53208,2,371830532082,1500000US371830532082,Block Group 2,G5030,S,3210941,0,35.6348383,-78.8667274,251,297,6139,1186,1601,1545,1545,234,121883,2160,1929,352700,1842,0,,,200,1496,,0,548,8.9265352663,74.078700812,96.502186134,14.615865084,14.102812883,24.176250656,0,1,1,24.176250656,14.102812883,352700,121883,74.078700812,0,1,2,700,0.5326199562,0.3143995552,0.4454414419,0.9544093081,0.6666666667,0.4673800438,0.6856004448,0.4454414419,0.9544093081,0.6666666667,0.6704449045,,,,
37,183,53425,2,371830534252,1500000US371830534252,Block Group 2,G5030,S,548597,0,35.7869791,-78.8509515,177,48,1394,258,336,311,311,69,121490,1424,2768,468800,514,57,,,7,330,,0,225,16.140602582,76.785714286,92.55952381,20.535714286,6.0365912798,10.348442194,0,0,1,10.348442194,6.0365912798,468800,121490,76.785714286,0,1,1,159,0.2194683299,0.4219792439,0.443740342,0.9892857143,0.3333333333,0.7805316701,0.5780207561,0.443740342,0.9892857143,0.3333333333,0.6690991982,,,,
37,183,53725,3,371830537253,1500000US371830537253,Block Group 3,G5030,S,1114921,0,35.8810634,-78.7157613,56,78,1381,181,362,285,285,58,91447,1207,1900,353200,638,44,,,81,274,,0,134,9.7031136857,50,78.729281768,16.022099448,4.8898155004,8.3825408577,0,1,1,8.3825408577,4.8898155004,353200,91447,50,0,1,2,321,0.1749475222,0.3148628614,0.3136992646,0.6441860465,0.6666666667,0.8250524778,0.6851371386,0.3136992646,0.6441860465,0.6666666667,0.6690403186,,,,
37,183,53609,1,371830536091,1500000US371830536091,Block Group 1,G5030,S,15068461,1347089,35.8408048,-78.817459,51,29,1385,125,257,209,209,47,82936,1345,1564,327500,701,114,,,86,295,,0,80,5.7761732852,48.638132296,81.322957198,18.287937743,4.5793362391,7.8502906956,0,1,1,7.8502906956,4.5793362391,327500,82936,48.638132296,0,1,2,785,0.1628939127,0.2910489251,0.2768594147,0.6266401231,0.6666666667,0.8371060873,0.7089510749,0.2768594147,0.6266401231,0.6666666667,0.6687460424,,,,
37,183,54016,3,371830540163,1500000US371830540163,Block Group 3,G5030,S,1500658,0,35.9020564,-78.5933382,157,21,3147,326,816,757,757,57,123594,1432,1713,323300,1164,0,,,298,902,,0,178,5.6561804894,39.950980392,92.769607843,6.9852941176,10.592961758,18.159363014,1,1,1,18.159363014,10.592961758,323300,123594,39.950980392,1,1,3,91,0.3963584397,0.2871571534,0.4528475027,0.5147172823,1,0.6036415603,0.7128428466,0.4528475027,0.5147172823,1,0.6674430302,,,,
37,183,53712,1,371830537121,1500000US371830537121,Block Group 1,G5030,S,1718915,0,35.8993608,-78.6958938,23,33,1331,192,368,347,347,34,120781,1462,1852,388300,610,95,,,47,442,,0,56,4.207362885,52.173913043,94.293478261,9.2391304348,6.5065072897,11.154012497,0,1,1,11.154012497,6.5065072897,388300,120781,52.173913043,0,1,2,470,0.2377116872,0.3473869533,0.4406714367,0.6721941355,0.6666666667,0.7622883128,0.6526130467,0.4406714367,0.6721941355,0.6666666667,0.6665436984,,,,
37,183,53211,1,371830532111,1500000US371830532111,Block Group 1,G5030,S,6619605,0,35.6549727,-78.7632644,42,165,5013,856,1317,1285,1285,37,150375,1914,2351,439900,1462,0,,,315,1097,,17,207,4.1292639138,64.996203493,97.570235383,2.8094153379,11.104331344,19.035996589,0,1,1,19.035996589,11.104331344,439900,150375,64.996203493,0,1,2,72,0.4162111323,0.3952001483,0.5687690183,0.8373929473,0.6666666667,0.5837888677,0.6047998517,0.5687690183,0.8373929473,0.6666666667,0.6664656593,,,,
37,183,53616,1,371830536161,1500000US371830536161,Block Group 1,G5030,S,824215,0,35.8136687,-78.838179,97,35,1612,170,361,301,301,120,78125,1365,1592,280800,950,108,,,116,574,,0,132,8.1885856079,47.091412742,83.379501385,33.24099723,4.9876878435,8.5503220175,0,1,1,8.5503220175,4.9876878435,280800,78125,47.091412742,0,1,2,317,0.1787471802,0.2477761305,0.2560350089,0.60671262,0.6666666667,0.8212528198,0.7522238695,0.2560350089,0.60671262,0.6666666667,0.6663729681,,,,
37,183,53506,2,371830535062,1500000US371830535062,Block Group 2,G5030,S,1108044,0,35.7709804,-78.7724313,29,9,916,104,237,224,224,10,79006,2117,1510,321700,317,0,,,110,245,,0,38,4.1484716157,43.88185654,94.514767932,4.2194092827,3.3398388404,5.725438012,0,1,1,5.725438012,3.3398388404,321700,79006,43.88185654,0,1,2,392,0.1147734115,0.2856745738,0.259848416,0.5653615936,0.6666666667,0.8852265885,0.7143254262,0.259848416,0.5653615936,0.6666666667,0.6648303057,,,,
37,183,53608,1,371830536081,1500000US371830536081,Block Group 1,G5030,S,3539601,0,35.8491415,-78.8496144,121,176,4746,636,1273,959,959,134,108333,1679,1837,357200,1679,75,,,150,1131,,22,297,6.2579013906,49.960722702,75.333857031,10.526315789,6.0824071792,10.426983736,0,1,1,10.426983736,6.0824071792,357200,108333,49.960722702,0,1,2,418,0.2212470218,0.3185693106,0.3867902886,0.6436800088,0.6666666667,0.7787529782,0.6814306894,0.3867902886,0.6436800088,0.6666666667,0.6639067468,,,,
37,183,53603,1,371830536031,1500000US371830536031,Block Group 1,G5030,S,1065011,63030,35.8190797,-78.858404,61,19,2360,284,563,487,487,0,165102,1488,3060,503000,802,68,,,80,615,,0,80,3.3898305085,50.444049734,86.500888099,0,6.109978176,10.474248302,0,1,1,10.474248302,6.109978176,503000,165102,50.444049734,0,1,2,160,0.2223173994,0.4536693847,0.6325148143,0.6499070594,0.6666666667,0.7776826006,0.5463306153,0.6325148143,0.6499070594,0.6666666667,0.6627483528,,,,
37,183,53729,1,371830537291,1500000US371830537291,Block Group 1,G5030,S,2023965,137949,35.8776954,-78.6707163,161,42,2356,175,648,622,622,51,120000,3501,1870,351000,1112,72,,,193,657,,0,203,8.6162988115,27.00617284,95.987654321,7.8703703704,6.232181028,10.683738905,1,1,1,10.683738905,6.232181028,351000,120000,27.00617284,1,1,3,60,0.2270616308,0.3128243143,0.4372908794,0.3479399943,1,0.7729383692,0.6871756857,0.4372908794,0.3479399943,1,0.6613838159,,,,
37,183,53410,2,371830534102,1500000US371830534102,Block Group 2,G5030,S,1634439,0,35.8166776,-78.9127796,61,46,2335,384,660,605,605,47,164500,2272,2989,495800,798,40,,,11,553,,4,107,4.5824411135,58.181818182,91.666666667,7.1212121212,9.1752075899,15.728927297,0,1,1,15.728927297,9.1752075899,495800,164500,58.181818182,0,1,2,310,0.3413175488,0.4469977761,0.6299090582,0.7495983087,0.6666666667,0.6586824512,0.5530022239,0.6299090582,0.7495983087,0.6666666667,0.6589948739,,,,
